CSDUID,CSDNAME,Type,Price,Location,Bedrooms,Bathrooms,Hydro,Heat,Water,Size,Agreement Type,Population
3520005,Toronto,4,2250,"43.6520584,-79.3714575",1.5,1,0,1,1,650,1,3025647
3520005,Toronto,2,550,"43.6520516,-79.4064977",1,1,0,0,0,200,2,3025647
3520005,Toronto,4,2300,"43.6519715,-79.3718106",1.5,1,0,0,1,900,1,3025647
3520005,Toronto,4,2600,"43.6519396,-79.4491451",1.5,1,0,1,1,716,1,3025647
3520005,Toronto,4,3100,"43.6519092,-79.3772154",2,2,0,0,0,870,1,3025647
3520005,Toronto,2,2865,"43.6518411,-79.4354894",2.5,1.5,1,1,1,1300,1,3025647
3520005,Toronto,6,1975,"43.6518411,-79.4354894",2,1,1,1,1,700,1,3025647
3520005,Toronto,6,2800,"43.6517177,-79.4174633",2,1,1,1,1,650,2,3025647
3520005,Toronto,1,3800,"43.6516459,-79.3944182",3,2,1,1,1,950,1,3025647
3520005,Toronto,4,2500,"43.6516403,-79.3768229",1,1,0,0,0,548,1,3025647
3520005,Toronto,4,2200,"43.6515928,-79.3756819",1,1,0,1,1,600,1,3025647
3520005,Toronto,1,2950,"43.651574,-79.5261708",2.5,2,0,1,0,1140,1,3025647
3520005,Toronto,1,1880,"43.6515376,-79.5631954",1,1,0,0,0,852,1,3025647
3520005,Toronto,4,2200,"43.6515327,-79.3753309",1,1,0,1,1,600,1,3025647
3520005,Toronto,2,2100,"43.65153,-79.5756206",2,1,0,0,0,1000,1,3025647
3520005,Toronto,1,2100,"43.65153,-79.5756206",2,1,0,0,0,1000,1,3025647
3520005,Toronto,1,2700,"43.6513598,-79.4013287",3,1,1,1,1,1136.65079,1,3025647
3520005,Toronto,1,2395,"43.6509748,-79.3890582",2,1,1,1,1,1136.65079,1,3025647
3520005,Toronto,1,2100,"43.6509748,-79.3890582",1,1,1,1,1,1136.65079,1,3025647
3520005,Toronto,1,1450,"43.6509748,-79.3890582",0.5,1,1,1,1,1136.65079,1,3025647
3520005,Toronto,4,2500,"43.650935,-79.3654447",2,1,0,0,0,641,1,3025647
3520005,Toronto,4,2600,"43.650935,-79.3654447",2,1.5,0,0,0,680,1,3025647
3520005,Toronto,4,2100,"43.650935,-79.3654447",1.5,1,0,0,1,581,1,3025647
3520005,Toronto,4,2200,"43.650935,-79.3654447",1,1,0,0,0,570,1,3025647
3520005,Toronto,3,1800,"43.6507803,-79.4454023",2,1,1,0,1,800,0,3025647
3520005,Toronto,6,3100,"43.6507227,-79.4314448",2,2,0,0,0,1136.65079,1,3025647
3520005,Toronto,4,1750,"43.6506616,-79.380377",0.5,1,0,0,0,375,1,3025647
3520005,Toronto,4,2200,"43.6506119,-79.3821721",1,1,0,1,1,500,1,3025647
3520005,Toronto,1,2300,"43.6506119,-79.3821721",1.5,1,0,1,1,570,1,3025647
3520005,Toronto,4,2000,"43.6505878,-79.3823682",0.5,1,0,1,1,450,1,3025647
3520005,Toronto,1,2925,"43.6505842,-79.4151213",3,1,0,0,0,1400,0,3025647
3520005,Toronto,4,3000,"43.6505536,-79.3573819",2,2,0,1,1,850,1,3025647
3520005,Toronto,4,2800,"43.6505383,-79.3818403",2,2,0,1,1,979,1,3025647
3520005,Toronto,4,3200,"43.6505383,-79.3818403",2,2,0,0,1,800,1,3025647
3520005,Toronto,4,2300,"43.6505301,-79.3821482",1.5,1,0,1,1,575,1,3025647
3520005,Toronto,4,2800,"43.6505301,-79.3821482",2,2,0,1,1,1136.65079,1,3025647
3520005,Toronto,4,4300,"43.6504546,-79.3873542",3,2,0,1,1,1000,1,3025647
3520005,Toronto,4,1950,"43.6504546,-79.3873542",1,1,0,0,0,600,1,3025647
3520005,Toronto,4,2700,"43.6503833,-79.3686838",2,2,0,0,0,800,1,3025647
3520005,Toronto,4,2700,"43.6503833,-79.3686838",2,2,0,0,0,800,1,3025647
3520005,Toronto,4,2000,"43.6503833,-79.3686838",1,1,0,0,0,471,1,3025647
3520005,Toronto,4,2950,"43.6503833,-79.3686838",2.5,2,0,0,0,900,1,3025647
3520005,Toronto,4,3500,"43.6503833,-79.3686838",3,2,0,0,0,1061,1,3025647
3520005,Toronto,4,1900,"43.6503833,-79.3686838",1,1,0,1,1,533,1,3025647
3520005,Toronto,4,2075,"43.6503833,-79.3686838",1,1,0,1,1,600,1,3025647
3520005,Toronto,4,2950,"43.6503833,-79.3686838",2.5,2,0,0,0,900,1,3025647
3520005,Toronto,2,1750,"43.6503701,-79.4062061",2,1,1,1,1,1136.65079,1,3025647
3520005,Toronto,5,3100,"43.6502727,-79.5673947",3.5,3,0,0,1,1600,1,3025647
3520005,Toronto,1,2800,"43.6502495,-79.4212761",2,1,0,0,0,1000,1,3025647
3520005,Toronto,1,1500,"43.6502495,-79.4212761",1,1,1,1,1,1000,1,3025647
3520005,Toronto,4,2300,"43.6501988,-79.3609493",1,1,0,1,1,650,1,3025647
3520005,Toronto,4,2695,"43.6501988,-79.3609493",2,2,0,0,1,800,1,3025647
3520005,Toronto,4,3200,"43.6501267,-79.357929",2,2,0,0,1,800,1,3025647
3520005,Toronto,2,3900,"43.6500273,-79.3874705",5,3,0,0,0,1400,1,3025647
3520005,Toronto,1,2145,"43.6499615,-79.4332616",1,1,0,0,0,597,1,3025647
3520005,Toronto,1,4100,"43.6499021,-79.3992137",2.5,2.5,0,0,0,1223,1,3025647
3520005,Toronto,1,2200,"43.6499021,-79.3992137",1.5,1,0,0,0,574,1,3025647
3520005,Toronto,1,1600,"43.6498724,-79.4316571",1,1,0,0,1,500,1,3025647
3520005,Toronto,1,2195,"43.6497703,-79.4297016",2.5,1,0,0,0,720,1,3025647
3520005,Toronto,4,3000,"43.6497298,-79.3652996",2.5,1,1,1,1,810,1,3025647
3520005,Toronto,1,2300,"43.6496919,-79.3982199",1.5,1,0,0,0,1136.65079,0,3025647
3520005,Toronto,1,3200,"43.6496733,-79.4201894",3,1,0,0,1,890,1,3025647
3520005,Toronto,4,3600,"43.6495169,-79.3872734",1,1,1,1,1,600,2,3025647
3520005,Toronto,4,4200,"43.6495164,-79.3879544",2,2,1,1,1,850,2,3025647
3520005,Toronto,4,3100,"43.6495164,-79.3879544",2,2,0,1,1,1136.65079,1,3025647
3520005,Toronto,4,2100,"43.6495164,-79.3879544",1.5,1,0,1,1,617,1,3025647
3520005,Toronto,4,3990,"43.6495164,-79.3879544",1,1,1,1,1,550,2,3025647
3520005,Toronto,4,4650,"43.6495164,-79.3879544",2,2,1,1,1,1136.65079,2,3025647
3520005,Toronto,1,2400,"43.6495026,-79.4326758",2,1,0,0,0,1000,1,3025647
3520005,Toronto,3,1700,"43.6494366,-79.4122088",1,1,0,0,0,700,1,3025647
3520005,Toronto,4,2100,"43.6494093,-79.3883942",1,1,0,1,0,550,1,3025647
3520005,Toronto,2,2095,"43.6493908,-79.453446",2,1.5,1,1,1,900,0,3025647
3520005,Toronto,1,5700,"43.6493841,-79.3924847",2,1,0,1,0,2750,2,3025647
3520005,Toronto,2,3000,"43.6493186,-79.3707988",3,2,0,0,0,1400,1,3025647
3520005,Toronto,3,1350,"43.6493095,-79.4513143",1,1,1,1,1,650,2,3025647
3520005,Toronto,1,1850,"43.6493024,-79.374567",1,1,0,1,1,600,1,3025647
3520005,Toronto,1,2490,"43.6492205,-79.4226991",1,1,0,0,1,850,1,3025647
3520005,Toronto,1,2490,"43.6491782,-79.4220361",1,1,0,0,1,850,1,3025647
3520005,Toronto,1,1850,"43.6491714,-79.526177",1,1,0,1,1,714,1,3025647
3520005,Toronto,4,3750,"43.6491415,-79.4236073",1.5,1,0,0,0,680,1,3025647
3520005,Toronto,1,2200,"43.6491155,-79.4543572",2,1,1,1,1,1400,2,3025647
3520005,Toronto,4,4050,"43.6490377,-79.3884119",1,1,1,1,1,550,2,3025647
3520005,Toronto,4,1925,"43.6489727,-79.3872946",1,1,0,1,1,470,1,3025647
3520005,Toronto,3,1700,"43.6489717,-79.4389184",2.5,1,1,1,1,800,1,3025647
3520005,Toronto,4,2050,"43.6489615,-79.3921889",1,1,0,1,1,500,1,3025647
3520005,Toronto,1,1750,"43.6489597,-79.456325",1,1,0,1,1,400,1,3025647
3520005,Toronto,1,1400,"43.6489597,-79.456325",1,1,1,1,1,700,1,3025647
3520005,Toronto,1,1400,"43.6489597,-79.456325",1,1,1,1,1,700,1,3025647
3520005,Toronto,1,2000,"43.6489557,-79.4942476",1,1,0,1,1,1136.65079,1,3025647
3520005,Toronto,4,6000,"43.6489491,-79.3857768",2,3,0,1,1,1300,1,3025647
3520005,Toronto,4,1690,"43.6488411,-79.3779693",1,1.5,1,1,1,400,1,3025647
3520005,Toronto,4,1690,"43.6488411,-79.3779693",0.5,1,1,1,1,390,1,3025647
3520005,Toronto,4,3150,"43.6488229,-79.3889041",2,2,0,0,0,900,1,3025647
3520005,Toronto,4,3150,"43.6488229,-79.3889041",2,2,0,0,0,900,1,3025647
3520005,Toronto,2,2800,"43.6487059,-79.4514511",2,2,0,1,1,1000,1,3025647
3520005,Toronto,5,3000,"43.6486098,-79.6062655",2,2.5,0,0,0,1300,1,3025647
3520005,Toronto,3,900,"43.6486098,-79.6062655",1,1,1,1,1,600,1,3025647
3520005,Toronto,4,2800,"43.6485642,-79.5356506",2,2,0,1,1,800,1,3025647
3520005,Toronto,1,2000,"43.6485349,-79.5257857",1,1,0,1,1,826,1,3025647
3520005,Toronto,4,2500,"43.6484942,-79.3697289",1.5,1,0,1,1,660,1,3025647
3520005,Toronto,4,3500,"43.6483892,-79.3764122",2,2,0,1,1,1136.65079,1,3025647
3520005,Toronto,1,5675,"43.6483892,-79.3764122",2.5,2,0,1,0,1636,1,3025647
3520005,Toronto,1,2150,"43.6483247,-79.4046535",1,1,0,0,1,720,1,3025647
3520005,Toronto,1,2700,"43.6481557,-79.4237948",1,1,1,1,1,1200,1,3025647
3520005,Toronto,2,4000,"43.6481435,-79.4028031",3,1,1,1,1,1650,1,3025647
3520005,Toronto,3,2250,"43.6481256,-79.4848893",1,1,1,1,1,670,1,3025647
3520005,Toronto,4,1990,"43.648066,-79.3910772",0.5,4,0,1,1,326,1,3025647
3520005,Toronto,1,2095,"43.6480464,-79.4894368",1,1,0,1,1,1136.65079,1,3025647
3520005,Toronto,3,1600,"43.6479267,-79.4197497",1,1,1,1,1,1136.65079,1,3025647
3520005,Toronto,3,1500,"43.647926,-79.4213326",0.5,1,1,1,1,400,1,3025647
3520005,Toronto,4,1895,"43.6479234,-79.3975347",0.5,1,0,0,0,600,2,3025647
3520005,Toronto,3,1600,"43.6478521,-79.4372479",2,1,1,1,1,800,1,3025647
3520005,Toronto,4,2350,"43.6478501,-79.3958828",1,1,0,1,0,600,1,3025647
3520005,Toronto,2,1600,"43.6478374,-79.4058118",0.5,1,1,1,1,550,1,3025647
3520005,Toronto,4,1980,"43.6478358,-79.3854472",1.5,2,1,1,1,650,1,3025647
3520005,Toronto,2,6000,"43.6478289,-79.4171115",3,2,1,1,1,1600,1,3025647
3520005,Toronto,4,2900,"43.6478133,-79.3911138",2,2,0,1,1,1136.65079,1,3025647
3520005,Toronto,4,2150,"43.6477074,-79.389967",1,1,0,1,1,600,1,3025647
3520005,Toronto,4,2900,"43.6476298,-79.390408",2,1.5,0,1,1,780,1,3025647
3520005,Toronto,4,3930,"43.6476298,-79.390408",1.5,1,1,1,1,600,2,3025647
3520005,Toronto,4,3600,"43.6476129,-79.3901568",3,2,0,1,1,782,1,3025647
3520005,Toronto,4,3600,"43.6476129,-79.3901568",3,2,0,0,0,820,1,3025647
3520005,Toronto,4,3600,"43.6476129,-79.3901568",3,2,0,0,0,820,1,3025647
3520005,Toronto,4,1800,"43.6475782,-79.3915362",0.5,1,0,1,1,421,1,3025647
3520005,Toronto,4,2350,"43.6475223,-79.3908133",1.5,1,0,1,1,670,1,3025647
3520005,Toronto,4,2500,"43.6474479,-79.3927925",1.5,1,0,1,1,582,1,3025647
3520005,Toronto,4,2025,"43.6474479,-79.3927925",1,1,0,1,1,490,1,3025647
3520005,Toronto,4,2500,"43.6474479,-79.3927925",1,1,1,1,1,607,1,3025647
3520005,Toronto,1,3500,"43.6474388,-79.3982462",1.5,1,0,0,0,1200,1,3025647
3520005,Toronto,4,2400,"43.6474025,-79.3898886",1.5,1,0,0,1,500,1,3025647
3520005,Toronto,4,1900,"43.6474025,-79.3898886",0.5,1,0,0,0,400,1,3025647
3520005,Toronto,4,2200,"43.6474025,-79.3898886",1.5,1,0,0,0,475,1,3025647
3520005,Toronto,4,2000,"43.6474025,-79.3898886",0.5,1,1,0,1,500,1,3025647
3520005,Toronto,4,2595,"43.6473814,-79.3873026",1.5,1,0,0,1,625,1,3025647
3520005,Toronto,3,1650,"43.6473003,-79.4201894",1.5,1.5,0,0,0,900,1,3025647
3520005,Toronto,4,3500,"43.6472756,-79.3739222",2,2,0,0,0,840,1,3025647
3520005,Toronto,4,750,"43.6472681,-79.5263986",1,1,0,0,0,1136.65079,2,3025647
3520005,Toronto,1,2050,"43.6472681,-79.5263986",2,1.5,0,1,1,997,1,3025647
3520005,Toronto,1,1660,"43.6472681,-79.5263986",1,1,0,1,1,682,1,3025647
3520005,Toronto,1,1560,"43.6472681,-79.5263986",1,1,0,1,1,584,1,3025647
3520005,Toronto,2,5400,"43.6472586,-79.3911652",5,3,0,0,0,3020,1,3025647
3520005,Toronto,4,1800,"43.6472532,-79.3866709",1,1,1,0,0,673,1,3025647
3520005,Toronto,4,3500,"43.6472532,-79.3866709",2,2,0,1,1,900,1,3025647
3520005,Toronto,3,1400,"43.6472532,-79.3866709",1,1,1,1,1,1700,1,3025647
3520005,Toronto,1,2050,"43.6472532,-79.3866709",1.5,1,0,0,1,750,1,3025647
3520005,Toronto,4,3250,"43.6472415,-79.3909937",2,2,0,1,1,1136.65079,1,3025647
3520005,Toronto,4,1800,"43.6472415,-79.3909937",0.5,1,0,1,1,421,1,3025647
3520005,Toronto,1,2175,"43.6472298,-79.4744314",1,1,0,0,1,700,1,3025647
3520005,Toronto,1,3280,"43.6471182,-79.4880659",2,1,0,1,1,1500,1,3025647
3520005,Toronto,4,3000,"43.6469389,-79.3708942",2.5,2,0,1,1,892,1,3025647
3520005,Toronto,4,2200,"43.6469389,-79.3708942",0.5,1,1,1,1,450,1,3025647
3520005,Toronto,4,3800,"43.6469389,-79.3708942",2.5,2,0,1,1,934,1,3025647
3520005,Toronto,1,2600,"43.6469188,-79.4256414",3.5,1,1,1,1,1250,1,3025647
3520005,Toronto,2,2600,"43.6468857,-79.4259821",3,1,1,1,1,1200,1,3025647
3520005,Toronto,4,2600,"43.64687,-79.3901802",1,1,0,1,1,575,1,3025647
3520005,Toronto,4,2395,"43.6468338,-79.3923986",1.5,1,0,1,1,576,1,3025647
3520005,Toronto,4,2395,"43.6468338,-79.3923986",1.5,1,0,1,1,576,1,3025647
3520005,Toronto,4,2500,"43.6468265,-79.3748504",1.5,1,0,1,1,660,1,3025647
3520005,Toronto,4,2250,"43.6468208,-79.4029771",1,1,0,1,1,500,1,3025647
3520005,Toronto,1,2059,"43.6467747,-79.4035944",0.5,1,1,1,1,543,1,3025647
3520005,Toronto,1,2399,"43.6467747,-79.4035944",1,1,1,1,1,671,1,3025647
3520005,Toronto,1,1500,"43.6467693,-79.4543032",0.5,1,1,1,1,525,1,3025647
3520005,Toronto,4,2900,"43.6466495,-79.3759458",1.5,1,0,0,1,850,1,3025647
3520005,Toronto,4,3100,"43.6466495,-79.3759458",2,2,0,1,1,1136.65079,1,3025647
3520005,Toronto,4,2900,"43.6466495,-79.3759458",1.5,2,0,1,1,731,1,3025647
3520005,Toronto,2,2300,"43.6466024,-79.4099717",2,1,1,1,1,1136.65079,1,3025647
3520005,Toronto,4,1900,"43.6465982,-79.3981205",1,1,0,0,1,400,1,3025647
3520005,Toronto,1,2050,"43.6465794,-79.5271042",2,1.5,0,1,1,937,1,3025647
3520005,Toronto,1,1560,"43.6465794,-79.5271042",1,1,0,1,1,556,1,3025647
3520005,Toronto,1,1460,"43.6465794,-79.5271042",0.5,1,0,1,1,515,1,3025647
3520005,Toronto,1,1660,"43.6465794,-79.5271042",1,1,0,1,1,700,1,3025647
3520005,Toronto,4,1785,"43.6464913,-79.4513143",0.5,1,1,1,1,460,1,3025647
3520005,Toronto,1,2500,"43.6464329,-79.4432394",2,1,0,1,1,950,1,3025647
3520005,Toronto,5,795,"43.6464055,-79.4304776",1,1,1,1,1,1136.65079,1,3025647
3520005,Toronto,4,2250,"43.6462913,-79.3647548",1,1,0,0,0,350,1,3025647
3520005,Toronto,4,4500,"43.6462913,-79.3647548",2.5,2.5,0,0,0,1250,2,3025647
3520005,Toronto,1,3800,"43.6461828,-79.4263176",2,1.5,0,0,1,1700,1,3025647
3520005,Toronto,4,2385,"43.6461349,-79.3650362",1.5,1,0,0,0,650,1,3025647
3520005,Toronto,1,2150,"43.6459244,-79.3753299",2,1,0,1,1,1000,1,3025647
3520005,Toronto,3,2400,"43.6458794,-79.4280156",1.5,1,1,1,1,600,1,3025647
3520005,Toronto,4,3550,"43.645809,-79.4231879",2,2,0,0,1,1100,2,3025647
3520005,Toronto,2,1200,"43.6457901,-79.4016325",1,1,1,1,1,500,1,3025647
3520005,Toronto,4,1800,"43.6457489,-79.3930828",0.5,1,0,1,1,500,1,3025647
3520005,Toronto,4,4250,"43.6457173,-79.3905144",3,2,0,0,1,1000,1,3025647
3520005,Toronto,1,2175,"43.6456978,-79.4502839",1,1,1,1,1,650,1,3025647
3520005,Toronto,4,2450,"43.6456938,-79.379201",1.5,1,0,1,1,650,1,3025647
3520005,Toronto,4,3000,"43.6456916,-79.3997854",2,1,0,0,0,850,1,3025647
3520005,Toronto,3,2000,"43.6456143,-79.4186431",4,1,0,0,0,1500,1,3025647
3520005,Toronto,1,2200,"43.6455779,-79.3894498",1,1,1,0,0,660,1,3025647
3520005,Toronto,4,3300,"43.6455542,-79.4181668",2,2,0,0,1,900,1,3025647
3520005,Toronto,4,2600,"43.6455235,-79.3825551",1.5,1,1,1,1,550,2,3025647
3520005,Toronto,4,2750,"43.6455235,-79.3825551",1.5,1,0,1,1,525,2,3025647
3520005,Toronto,1,1389,"43.6455143,-79.4364562",0.5,1,0,1,1,423,1,3025647
3520005,Toronto,1,1589,"43.6455143,-79.4364562",1,1,0,1,1,640,1,3025647
3520005,Toronto,1,1389,"43.6455143,-79.4364562",0.5,1,0,1,1,423,1,3025647
3520005,Toronto,1,1539,"43.6455143,-79.4364562",1,1,0,1,1,640,1,3025647
3520005,Toronto,4,2300,"43.64548,-79.5303799",1.5,2,1,1,1,880,1,3025647
3520005,Toronto,4,1999,"43.645396,-79.3942439",0.5,1,0,1,1,457,1,3025647
3520005,Toronto,4,4350,"43.6453782,-79.4011928",2,2,0,0,0,961,1,3025647
3520005,Toronto,4,2700,"43.6453437,-79.3613331",2,2,0,0,0,850,1,3025647
3520005,Toronto,1,2050,"43.6453437,-79.3613331",1.5,1,0,0,0,601,1,3025647
3520005,Toronto,4,2695,"43.6452899,-79.3693408",2,2,0,0,0,700,1,3025647
3520005,Toronto,4,3100,"43.6452161,-79.4020759",2,2,0,0,0,720,1,3025647
3520005,Toronto,1,2600,"43.6452161,-79.4020759",1.5,2,0,0,0,686,1,3025647
3520005,Toronto,1,3000,"43.6452161,-79.4020759",2,2,0,0,0,764,1,3025647
3520005,Toronto,1,3400,"43.6452143,-79.3643082",2,2,0,0,0,971,1,3025647
3520005,Toronto,5,3800,"43.6451517,-79.4098056",4,1.5,0,1,1,1150,1,3025647
3520005,Toronto,1,2150,"43.6451517,-79.4098056",2,1,0,1,1,650,1,3025647
3520005,Toronto,1,1400,"43.6451517,-79.4098056",0.5,1,0,1,1,236,1,3025647
3520005,Toronto,1,1600,"43.6451517,-79.4098056",1,1,0,1,1,472,1,3025647
3520005,Toronto,1,1450,"43.6451517,-79.4098056",0.5,1,0,1,1,236,1,3025647
3520005,Toronto,4,2600,"43.6451349,-79.3918884",1,1,0,1,1,665,1,3025647
3520005,Toronto,4,2600,"43.6451349,-79.3918884",1,1,1,1,1,665,1,3025647
3520005,Toronto,4,2300,"43.6449799,-79.3637592",1,1,0,0,0,650,1,3025647
3520005,Toronto,1,2150,"43.6449799,-79.3637592",1,1,0,0,0,521,1,3025647
3520005,Toronto,4,2000,"43.6448813,-79.3921108",1,1,0,1,1,475,1,3025647
3520005,Toronto,4,2000,"43.6448813,-79.3921108",1,1,0,0,0,1136.65079,1,3025647
3520005,Toronto,1,2450,"43.6448171,-79.4412922",1.5,1,0,0,0,800,1,3025647
3520005,Toronto,1,2450,"43.6448171,-79.4412922",1.5,1,0,0,0,800,1,3025647
3520005,Toronto,1,2400,"43.6447708,-79.3733064",2,2,0,0,1,633,1,3025647
3520005,Toronto,3,790,"43.6447336,-79.5381515",1,1,1,1,1,1136.65079,2,3025647
3520005,Toronto,3,1650,"43.6446533,-79.5685972",1,1,1,1,1,1150,2,3025647
3520005,Toronto,3,1650,"43.6446533,-79.5685972",1,1,1,1,1,1150,2,3025647
3520005,Toronto,4,7500,"43.6446488,-79.4156165",1.5,2,0,1,1,1370,1,3025647
3520005,Toronto,4,3600,"43.6445873,-79.400665",2,2,0,1,1,904,1,3025647
3520005,Toronto,1,2100,"43.6445466,-79.530631",1,1,1,1,1,700,1,3025647
3520005,Toronto,1,1850,"43.6445452,-79.4179088",0.5,1,1,1,1,400,1,3025647
3520005,Toronto,1,2200,"43.6445425,-79.533054",2,1,0,1,1,600,1,3025647
3520005,Toronto,1,3975,"43.6445176,-79.4139126",2,2,0,0,1,1136.65079,1,3025647
3520005,Toronto,1,1800,"43.6444647,-79.4223878",2,1,0,1,1,950,1,3025647
3520005,Toronto,6,1750,"43.6444607,-79.4394811",1.5,1,1,1,1,800,1,3025647
3520005,Toronto,4,4000,"43.6444455,-79.400057",2,2,0,0,0,1000,1,3025647
3520005,Toronto,4,2900,"43.6444084,-79.3765617",2,2,0,1,1,1136.65079,1,3025647
3520005,Toronto,1,1800,"43.6443733,-79.5332297",2,1,0,1,1,600,1,3025647
3520005,Toronto,5,6000,"43.6443698,-79.4346353",3.5,3.5,0,0,0,1766,1,3025647
3520005,Toronto,4,2075,"43.644334,-79.4180164",1.5,1,0,1,0,500,1,3025647
3520005,Toronto,4,3200,"43.644334,-79.4180164",2,2,0,1,1,670,1,3025647
3520005,Toronto,1,1850,"43.6443312,-79.3998254",1,1,0,0,1,600,1,3025647
3520005,Toronto,1,2300,"43.6441344,-79.3997699",2.5,1,0,0,1,600,1,3025647
3520005,Toronto,4,3750,"43.6441277,-79.3894058",1.5,1,1,1,1,700,2,3025647
3520005,Toronto,4,4500,"43.6441277,-79.3894058",2,2,1,1,1,850,2,3025647
3520005,Toronto,1,2500,"43.6441229,-79.5256144",1.5,1,0,1,1,750,1,3025647
3520005,Toronto,4,1495,"43.6440621,-79.428708",1.5,1,0,0,0,700,1,3025647
3520005,Toronto,4,2600,"43.643971,-79.5285209",2,2,0,1,1,900,1,3025647
3520005,Toronto,4,2700,"43.6438919,-79.4122746",2,2,0,1,0,800,1,3025647
3520005,Toronto,4,3100,"43.6438893,-79.3918517",2.5,2,0,1,1,902,1,3025647
3520005,Toronto,4,2000,"43.6438737,-79.3891737",1.5,1,0,0,0,600,1,3025647
3520005,Toronto,4,2200,"43.6438737,-79.3891737",1.5,1,1,1,1,680,1,3025647
3520005,Toronto,4,4950,"43.6437748,-79.3913878",2,2,0,1,1,993,1,3025647
3520005,Toronto,4,2150,"43.6437748,-79.3913878",1,1,1,1,1,500,1,3025647
3520005,Toronto,4,2400,"43.6437483,-79.3924847",1.5,1,0,1,1,710,1,3025647
3520005,Toronto,4,2650,"43.6437483,-79.3924847",2.5,2,0,1,1,827,1,3025647
3520005,Toronto,4,3000,"43.643722,-79.4013247",2,2,0,0,0,700,1,3025647
3520005,Toronto,1,1650,"43.6437099,-79.4142973",1,1,1,1,1,700,1,3025647
3520005,Toronto,2,4995,"43.6435739,-79.4015287",3,2.5,0,0,0,1000,1,3025647
3520005,Toronto,1,2950,"43.6435313,-79.4364671",2,1,0,0,0,800,1,3025647
3520005,Toronto,4,2550,"43.6435152,-79.5772008",2,2,0,0,1,715,1,3025647
3520005,Toronto,6,3550,"43.6435152,-79.5772008",4,3,0,0,0,2500,1,3025647
3520005,Toronto,4,2300,"43.6434999,-79.3991477",1,1,0,1,0,650,1,3025647
3520005,Toronto,1,2000,"43.6434981,-79.5320436",1,1,0,1,0,581,1,3025647
3520005,Toronto,1,2200,"43.6434938,-79.5327568",1,1,0,1,0,555,1,3025647
3520005,Toronto,4,4650,"43.6434855,-79.3762097",2,2,0,1,1,993,1,3025647
3520005,Toronto,4,2050,"43.6434776,-79.4009659",0.5,1,0,1,1,500,1,3025647
3520005,Toronto,4,2200,"43.6433534,-79.3924515",1.5,1,0,1,1,795,1,3025647
3520005,Toronto,4,1750,"43.6433534,-79.3924515",0.5,1,0,0,1,400,1,3025647
3520005,Toronto,4,2500,"43.6433017,-79.4011928",1,1,1,1,1,600,1,3025647
3520005,Toronto,1,3999,"43.6432609,-79.4000016",2,1,0,1,1,858,1,3025647
3520005,Toronto,1,3195,"43.6432609,-79.4000016",2,2,0,1,1,900,1,3025647
3520005,Toronto,1,2885,"43.6432609,-79.4000016",1.5,2,0,1,1,900,1,3025647
3520005,Toronto,1,3099,"43.6432609,-79.4000016",1.5,2,0,1,1,900,1,3025647
3520005,Toronto,1,2395,"43.6432609,-79.4000016",1,1,0,1,1,598,1,3025647
3520005,Toronto,1,2895,"43.6432609,-79.4000016",1.5,1,0,1,1,702,1,3025647
3520005,Toronto,1,2700,"43.6432609,-79.4000016",1.5,1,0,1,1,716,1,3025647
3520005,Toronto,3,1500,"43.6432455,-79.5243373",1,1,1,1,1,1000,2,3025647
3520005,Toronto,2,1875,"43.6432338,-79.4088007",0.5,1,1,1,1,500,1,3025647
3520005,Toronto,2,1875,"43.6432338,-79.4088007",0.5,1,1,1,1,500,1,3025647
3520005,Toronto,1,1825,"43.6431922,-79.5321985",0.5,1,0,1,0,372,1,3025647
3520005,Toronto,4,2350,"43.6430595,-79.4224221",1,1,0,1,1,550,1,3025647
3520005,Toronto,4,2500,"43.6430542,-79.391635",1.5,1,1,1,1,670,1,3025647
3520005,Toronto,4,2500,"43.6429328,-79.3921472",1.5,1,1,1,1,733,1,3025647
3520005,Toronto,4,2900,"43.6429054,-79.3758958",2,2,0,1,1,1136.65079,1,3025647
3520005,Toronto,1,3299,"43.6428743,-79.4313436",2,1,1,1,1,809,1,3025647
3520005,Toronto,1,3299,"43.6428743,-79.4313436",2,1,1,1,1,815,1,3025647
3520005,Toronto,4,3200,"43.6427604,-79.3767816",2,2,0,0,1,830,2,3025647
3520005,Toronto,4,4000,"43.6427604,-79.3811365",3,2,0,1,1,1200,1,3025647
3520005,Toronto,4,2450,"43.6427102,-79.391693",1.5,1,1,1,1,750,1,3025647
3520005,Toronto,4,2500,"43.6427102,-79.391693",1.5,1,1,1,1,733,1,3025647
3520005,Toronto,1,1500,"43.6424889,-79.4329105",1,1,0,0,1,600,1,3025647
3520005,Toronto,2,2600,"43.6423988,-79.3979722",2,1,0,0,1,1400,0,3025647
3520005,Toronto,4,1975,"43.6423205,-79.4243624",1,1,0,1,1,515,1,3025647
3520005,Toronto,4,3000,"43.6423205,-79.4243624",2,2,0,1,1,800,1,3025647
3520005,Toronto,1,2390,"43.6422826,-79.3827866",1.5,1,1,1,1,600,1,3025647
3520005,Toronto,1,1700,"43.6422153,-79.4230422",0.5,1,0,1,1,1136.65079,1,3025647
3520005,Toronto,1,1950,"43.6422153,-79.4230422",1,1,0,1,1,1136.65079,1,3025647
3520005,Toronto,1,2100,"43.6422153,-79.4230422",1,1,0,1,1,1136.65079,1,3025647
