CSDUID,CSDNAME,Type,Price,Location,Bedrooms,Bathrooms,Hydro,Heat,Water,Size,Agreement Type,Population
3506008,Ottawa,2,2700,"45.2851379,-75.6773147",4,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,4,1750,"45.2850735,-75.7344472",1.5,1,0,0,0,1300,1,1071868
3506008,Ottawa,5,2200,"45.2850122,-75.928609",3,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,1,1480,"45.2849444,-75.8800544",1.5,1,1,1,1,800,1,1071868
3506008,Ottawa,4,1700,"45.2846851,-75.7100805",2,1,0,0,1,844,1,1071868
3506008,Ottawa,5,2150,"45.2844682,-75.927386",2,1.5,0,0,1,1300,1,1071868
3506008,Ottawa,4,1800,"45.2841878,-75.7104728",2,1,0,0,0,902,1,1071868
3506008,Ottawa,5,2350,"45.2840759,-75.9259075",3,1.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2300,"45.2836887,-75.7476995",3,2.5,0,0,0,1895,1,1071868
3506008,Ottawa,5,2450,"45.2834001,-75.8683751",3,2.5,0,0,0,1939,1,1071868
3506008,Ottawa,1,1800,"45.2832531,-75.7452334",2,1.5,0,0,0,1239,1,1071868
3506008,Ottawa,2,2700,"45.2831077,-75.67485",4,2.5,0,0,0,2200,1,1071868
3506008,Ottawa,5,2400,"45.2825166,-75.8481618",3,3.5,0,0,0,1900,1,1071868
3506008,Ottawa,2,2400,"45.2825135,-75.8732064",3,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2300,"45.2825135,-75.8732064",3,2.5,0,0,0,2100,1,1071868
3506008,Ottawa,4,1800,"45.2824155,-75.7467981",2,1.5,0,0,1,1136.65079,1,1071868
3506008,Ottawa,1,2000,"45.2824155,-75.7467981",2,1.5,0,0,1,1000,1,1071868
3506008,Ottawa,5,2300,"45.2820677,-75.8933068",3,2.5,0,0,0,1939,1,1071868
3506008,Ottawa,2,2500,"45.2819459,-75.7250728",4.5,2.5,0,0,0,2400,1,1071868
3506008,Ottawa,5,2400,"45.2818952,-75.8720474",3.5,2.5,0,0,0,2300,1,1071868
3506008,Ottawa,4,1950,"45.2816624,-75.6818647",1,1,0,1,1,625,1,1071868
3506008,Ottawa,1,1650,"45.2808951,-75.7057528",2,1,1,1,1,1100,1,1071868
3506008,Ottawa,4,2300,"45.2806823,-75.8254797",2,2,0,1,1,960,1,1071868
3506008,Ottawa,5,2400,"45.28039,-75.89096",3.5,3.5,0,0,0,1760,1,1071868
3506008,Ottawa,2,2950,"45.2803326,-75.8713148",4.5,2.5,0,0,0,2090,1,1071868
3506008,Ottawa,2,2295,"45.2802701,-75.8901553",3,2.5,0,0,0,1450,1,1071868
3506008,Ottawa,5,2295,"45.2802701,-75.8901553",3,2.5,0,0,0,1450,1,1071868
3506008,Ottawa,1,1870,"45.279565,-75.7137602",2,1,0,0,0,1136.65079,1,1071868
3506008,Ottawa,3,1500,"45.2793077,-75.865417",0.5,1,1,1,1,400,2,1071868
3506008,Ottawa,2,2500,"45.2786235,-75.7108085",3,2.5,0,0,0,1900,1,1071868
3506008,Ottawa,5,2400,"45.2783143,-75.737832",3.5,2.5,0,0,0,2100,1,1071868
3506008,Ottawa,1,1495,"45.2782531,-75.8524299",0.5,1,1,1,1,600,1,1071868
3506008,Ottawa,2,2350,"45.2782262,-75.7129104",3,2.5,0,0,0,1703,1,1071868
3506008,Ottawa,5,2200,"45.2780656,-75.929419",3,2.5,0,0,0,2000,1,1071868
3506008,Ottawa,4,1950,"45.2778164,-75.7520807",2,2.5,0,0,0,1250,1,1071868
3506008,Ottawa,1,1798,"45.27763,-75.86303",1,1,0,0,1,595,1,1071868
3506008,Ottawa,1,2448,"45.27763,-75.86303",3,2,0,0,1,1172,1,1071868
3506008,Ottawa,1,2048,"45.27763,-75.86303",2,2,0,0,1,943,1,1071868
3506008,Ottawa,2,2695,"45.2774173,-75.8406148",4,4,0,0,0,1950,1,1071868
3506008,Ottawa,2,3400,"45.2774118,-75.8450711",4,2.5,0,0,0,2880,1,1071868
3506008,Ottawa,2,3400,"45.2774118,-75.8450711",4,2.5,0,0,0,2880,1,1071868
3506008,Ottawa,5,2200,"45.2773779,-75.8378452",3,2.5,0,0,0,1600,1,1071868
3506008,Ottawa,1,2130,"45.2769528,-75.8881088",2,1,0,0,0,1136.65079,1,1071868
3506008,Ottawa,2,2800,"45.2768885,-75.6822376",4,3.5,0,0,0,2000,1,1071868
3506008,Ottawa,1,1950,"45.2768142,-75.888643",3,1,0,0,0,1136.65079,1,1071868
3506008,Ottawa,1,1750,"45.2768142,-75.888643",2,1,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2300,"45.2767836,-75.9275458",3,2.5,0,0,0,2300,1,1071868
3506008,Ottawa,2,3750,"45.2766407,-75.8464006",4,4,0,0,0,2500,1,1071868
3506008,Ottawa,2,2800,"45.2765224,-75.8802085",4,3,0,0,0,2250,1,1071868
3506008,Ottawa,2,3290,"45.2764055,-75.6947211",5,4,0,0,0,3000,1,1071868
3506008,Ottawa,1,2225,"45.2763696,-75.7110007",3,1,0,0,0,1136.65079,1,1071868
3506008,Ottawa,1,2075,"45.2761995,-75.8919239",2,2,0,0,1,834,2,1071868
3506008,Ottawa,5,2400,"45.2761003,-75.7385705",4,4,0,0,0,1900,1,1071868
3506008,Ottawa,5,2250,"45.2761003,-75.7385705",3.5,3.5,0,0,0,2200,1,1071868
3506008,Ottawa,2,3290,"45.2758988,-75.6947046",5,4,0,0,0,3000,1,1071868
3506008,Ottawa,6,1850,"45.2758328,-75.9080412",3,1,0,1,1,1136.65079,1,1071868
3506008,Ottawa,2,1675,"45.2756793,-75.8065023",1,1,0,0,0,850,1,1071868
3506008,Ottawa,2,2200,"45.2756201,-75.8683068",3,3,0,0,0,1857,1,1071868
3506008,Ottawa,4,1950,"45.2755773,-75.744135",2,2,0,0,0,1270,1,1071868
3506008,Ottawa,5,2400,"45.2755235,-75.6809283",3,2.5,0,0,0,2000,1,1071868
3506008,Ottawa,2,2500,"45.2754793,-75.8686826",3,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2400,"45.2753901,-75.8736036",3.5,2.5,0,0,0,2300,1,1071868
3506008,Ottawa,5,2400,"45.2753901,-75.8736036",3,4,0,0,0,2100,1,1071868
3506008,Ottawa,5,2200,"45.2750175,-75.758295",3,1.5,0,0,1,1500,1,1071868
3506008,Ottawa,5,2200,"45.2747102,-75.8623049",3,2.5,0,0,0,1770,1,1071868
3506008,Ottawa,4,1895,"45.2745014,-75.744586",2,2,0,0,1,1000,1,1071868
3506008,Ottawa,1,1950,"45.2745014,-75.744586",2,2,0,0,1,1136.65079,1,1071868
3506008,Ottawa,1,1865,"45.2743111,-75.8923788",1.5,1,0,0,1,716,1,1071868
3506008,Ottawa,1,2090,"45.2742375,-75.8926611",2,2,0,0,1,834,1,1071868
3506008,Ottawa,1,2180,"45.2742375,-75.8926611",2.5,2,0,0,1,844,1,1071868
3506008,Ottawa,2,3200,"45.2741976,-75.9072523",4.5,2.5,0,0,0,2500,1,1071868
3506008,Ottawa,5,2200,"45.2740689,-75.7767454",3,2.5,0,0,0,1600,1,1071868
3506008,Ottawa,2,2800,"45.2738658,-75.8497829",4,3,0,0,0,2900,1,1071868
3506008,Ottawa,5,2200,"45.2738049,-75.8646566",3,3,0,0,0,1800,1,1071868
3506008,Ottawa,2,3290,"45.2736822,-75.6902111",5,3.5,0,0,0,3000,1,1071868
3506008,Ottawa,5,2400,"45.2735761,-75.920423",3,2.5,0,0,0,1900,1,1071868
3506008,Ottawa,2,2800,"45.2734387,-75.7260138",4,2.5,0,0,0,2700,1,1071868
3506008,Ottawa,4,1900,"45.2734247,-75.929584",2,2,0,0,0,1136.65079,1,1071868
3506008,Ottawa,2,2500,"45.273408,-75.7291513",3.5,2.5,0,0,0,1600,1,1071868
3506008,Ottawa,4,2000,"45.2733989,-75.8471716",2,2.5,0,0,0,1300,1,1071868
3506008,Ottawa,4,1950,"45.2732909,-75.7197382",2,2.5,0,0,0,1255,1,1071868
3506008,Ottawa,2,2550,"45.2732592,-75.9184917",3,2.5,0,0,0,2100,1,1071868
3506008,Ottawa,5,2000,"45.2732592,-75.9184917",2,1.5,0,0,0,1259,1,1071868
3506008,Ottawa,5,2200,"45.2732592,-75.9184917",3.5,1.5,0,0,0,1738,1,1071868
3506008,Ottawa,5,2500,"45.2732592,-75.9184917",4.5,2.5,0,0,0,1850,1,1071868
3506008,Ottawa,5,2500,"45.2732592,-75.9184917",3.5,2.5,0,0,0,1800,1,1071868
3506008,Ottawa,5,2400,"45.2732592,-75.9184917",3,2.5,0,0,0,1800,1,1071868
3506008,Ottawa,5,2350,"45.2732592,-75.9184917",3.5,2.5,0,0,0,2250,1,1071868
3506008,Ottawa,5,2250,"45.2732592,-75.9184917",3,2.5,0,0,0,1832,1,1071868
3506008,Ottawa,5,2400,"45.2732592,-75.9184917",3,2.5,0,0,0,1234,1,1071868
3506008,Ottawa,5,2250,"45.2732592,-75.9184917",3,2.5,0,0,0,1832,1,1071868
3506008,Ottawa,3,1200,"45.2732592,-75.9184917",2,1,1,1,1,900,1,1071868
3506008,Ottawa,3,1600,"45.2732592,-75.9184917",1.5,1,1,1,1,1700,1,1071868
3506008,Ottawa,3,1550,"45.2732592,-75.9184917",2,1.5,0,0,0,1000,1,1071868
3506008,Ottawa,4,1900,"45.273165,-75.8651957",2,1.5,0,0,0,1100,1,1071868
3506008,Ottawa,2,2400,"45.2730927,-75.847058",3,2.5,0,0,0,1800,1,1071868
3506008,Ottawa,4,1800,"45.2729004,-75.7222845",2,2.5,0,0,0,1350,1,1071868
3506008,Ottawa,5,2175,"45.272812,-75.9337142",3,2.5,0,0,0,1662,1,1071868
3506008,Ottawa,5,2175,"45.272812,-75.9337142",3,2.5,0,0,0,1662,1,1071868
3506008,Ottawa,5,2300,"45.272747,-75.8526144",3,2.5,0,0,0,1800,1,1071868
3506008,Ottawa,5,2200,"45.2725224,-75.8626929",3,2.5,0,0,0,1765,1,1071868
3506008,Ottawa,2,2000,"45.2724791,-75.7238518",2,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,4,2100,"45.2723299,-75.7397699",1.5,1.5,1,1,0,950,1,1071868
3506008,Ottawa,2,2700,"45.2721357,-75.9394809",3,3,0,0,0,2000,1,1071868
3506008,Ottawa,1,1800,"45.2721315,-75.7076698",2,1.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,4,1900,"45.2720727,-75.8641649",2,1.5,0,0,1,1136.65079,1,1071868
3506008,Ottawa,5,2495,"45.2720722,-75.8821219",3,4,0,0,0,1136.65079,1,1071868
3506008,Ottawa,4,2000,"45.2719831,-75.864771",2,1,0,0,0,975,1,1071868
3506008,Ottawa,2,1995,"45.2718996,-75.8758441",2,3,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2250,"45.2718996,-75.8758441",3,2,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2250,"45.2718923,-75.9027714",3,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2300,"45.2718359,-75.8833613",3,3.5,0,0,0,1800,1,1071868
3506008,Ottawa,5,2225,"45.2716753,-75.6805216",2.5,2.5,0,0,0,1445,1,1071868
3506008,Ottawa,5,2150,"45.2716401,-75.8577637",2,1.5,0,0,0,1400,1,1071868
3506008,Ottawa,2,2695,"45.2715849,-75.8828037",3,2.5,0,0,0,2246,1,1071868
3506008,Ottawa,1,5200,"45.2715481,-75.7393615",2,2,0,1,1,1497,1,1071868
3506008,Ottawa,1,4155,"45.2715481,-75.7393615",2,2,0,1,1,1510,1,1071868
3506008,Ottawa,1,3180,"45.2715481,-75.7393615",2,2,0,1,1,1151,1,1071868
3506008,Ottawa,1,2155,"45.2715481,-75.7393615",0.5,1,0,1,1,729,1,1071868
3506008,Ottawa,1,2895,"45.2715481,-75.7393615",2,2,0,1,1,1008,1,1071868
3506008,Ottawa,1,2605,"45.2715481,-75.7393615",1,2,0,1,1,962,1,1071868
3506008,Ottawa,1,2680,"45.2715481,-75.7393615",2,2,0,1,1,1002,1,1071868
3506008,Ottawa,1,2930,"45.2715481,-75.7393615",2,2,0,1,1,1107,1,1071868
3506008,Ottawa,1,2330,"45.2715481,-75.7393615",2,2,0,1,1,842,1,1071868
3506008,Ottawa,1,3080,"45.2715481,-75.7393615",2,2,0,1,1,1107,1,1071868
3506008,Ottawa,4,1750,"45.2714851,-75.7262143",2,2.5,0,0,0,1200,1,1071868
3506008,Ottawa,5,2225,"45.27111,-75.863",3,3,0,0,0,1850,1,1071868
3506008,Ottawa,4,2459,"45.27085,-75.6915",2,2,0,0,0,1300,1,1071868
3506008,Ottawa,5,2200,"45.2707275,-75.7351095",3,2.5,0,0,0,1700,1,1071868
3506008,Ottawa,5,2290,"45.2703579,-75.9382573",3,2.5,0,0,0,1900,1,1071868
3506008,Ottawa,4,1750,"45.270215,-75.7385271",1,1,0,0,1,641,1,1071868
3506008,Ottawa,4,2000,"45.270024,-75.7380614",2,2,0,0,0,1400,2,1071868
3506008,Ottawa,4,1950,"45.270024,-75.7380614",2,2,0,0,0,1400,2,1071868
3506008,Ottawa,5,2400,"45.2700173,-75.6759644",3.5,3.5,0,0,0,2100,1,1071868
3506008,Ottawa,5,2300,"45.2698897,-75.7273451",3,2.5,0,0,0,1800,1,1071868
3506008,Ottawa,4,1850,"45.2694811,-75.733823",2,1.5,0,0,0,1200,1,1071868
3506008,Ottawa,2,3500,"45.2689996,-75.7273984",5,3.5,0,0,0,2720,1,1071868
3506008,Ottawa,4,1800,"45.2684687,-75.7208758",1,1,0,1,1,675,1,1071868
3506008,Ottawa,5,2200,"45.2681652,-75.8797719",3,1.5,0,0,0,1740,1,1071868
3506008,Ottawa,2,2950,"45.2678321,-75.7617426",4.5,2.5,0,0,0,2500,1,1071868
3506008,Ottawa,2,2350,"45.2678321,-75.7617426",4,3,1,1,1,2400,1,1071868
3506008,Ottawa,2,3500,"45.2678321,-75.7617426",5,4,0,0,0,3000,1,1071868
3506008,Ottawa,2,3300,"45.2678321,-75.7617426",3,2.5,0,0,0,3000,1,1071868
3506008,Ottawa,2,3300,"45.2678321,-75.7617426",4.5,3.5,0,0,0,3300,1,1071868
3506008,Ottawa,2,2825,"45.2678321,-75.7617426",4,2.5,0,0,0,2500,1,1071868
3506008,Ottawa,2,2850,"45.2678321,-75.7617426",5,2.5,0,0,0,2000,1,1071868
3506008,Ottawa,5,2350,"45.2678321,-75.7617426",3,2.5,0,0,0,1831,1,1071868
3506008,Ottawa,5,2190,"45.2678321,-75.7617426",3,2.5,0,0,0,1850,1,1071868
3506008,Ottawa,5,2250,"45.2678321,-75.7617426",3,2.5,0,0,0,1768,1,1071868
3506008,Ottawa,4,1900,"45.2678321,-75.7617426",2,2.5,0,0,0,1200,1,1071868
3506008,Ottawa,5,2295,"45.2678321,-75.7617426",3,2.5,0,0,0,1700,1,1071868
3506008,Ottawa,5,2300,"45.2678321,-75.7617426",3,2.5,0,0,0,1786,1,1071868
3506008,Ottawa,5,2250,"45.2678321,-75.7617426",3,2.5,0,0,0,1450,1,1071868
3506008,Ottawa,4,1875,"45.2678321,-75.7617426",2,2,0,0,0,1200,1,1071868
3506008,Ottawa,5,1900,"45.2678321,-75.7617426",2,1.5,0,0,0,1200,1,1071868
3506008,Ottawa,6,1850,"45.2678321,-75.7617426",3,1.5,0,0,0,1400,1,1071868
3506008,Ottawa,2,2600,"45.2676545,-75.743862",4.5,2.5,0,0,0,2500,1,1071868
3506008,Ottawa,2,4300,"45.2674605,-75.774269",4.5,2.5,0,0,0,2700,1,1071868
3506008,Ottawa,4,2000,"45.2669728,-75.6924101",2,2,0,0,0,1305,1,1071868
3506008,Ottawa,2,3300,"45.2668263,-75.6953502",4.5,3.5,0,0,0,3230,1,1071868
3506008,Ottawa,4,2000,"45.2661764,-75.8869448",2,2,0,0,1,1100,1,1071868
3506008,Ottawa,5,2700,"45.265688,-75.6883429",3.5,4,0,0,0,2077,1,1071868
3506008,Ottawa,5,2150,"45.2655669,-75.7339762",3,2.5,0,0,0,1850,1,1071868
3506008,Ottawa,2,2300,"45.265349,-75.6927202",3,3,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2300,"45.2652308,-75.7336103",3,2.5,0,0,0,1600,1,1071868
3506008,Ottawa,2,2800,"45.2650745,-75.6942279",3,2.5,0,0,0,1800,1,1071868
3506008,Ottawa,5,2350,"45.26503,-75.68928",3,2.5,0,0,0,2000,1,1071868
3506008,Ottawa,4,1650,"45.264969,-75.9357837",2,1.5,0,0,1,1000,1,1071868
3506008,Ottawa,5,2175,"45.2649674,-75.7759081",3,2.5,0,0,0,1333,1,1071868
3506008,Ottawa,5,2400,"45.2649299,-75.7753908",4.5,2.5,0,0,0,2100,1,1071868
3506008,Ottawa,2,2400,"45.2648878,-75.6896132",3,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,2,2400,"45.2648878,-75.6896132",3,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2150,"45.2643921,-75.7763978",3.5,2.5,0,0,0,1550,1,1071868
3506008,Ottawa,5,2280,"45.2643421,-75.687605",3,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2350,"45.2642457,-75.6953019",3,3,0,0,0,2100,1,1071868
3506008,Ottawa,2,2350,"45.2642269,-75.7544968",4,3.5,0,0,0,2000,1,1071868
3506008,Ottawa,5,2495,"45.2642269,-75.7544968",4,2.5,0,0,0,2084,1,1071868
3506008,Ottawa,5,2400,"45.2641239,-75.6886763",3.5,2.5,0,0,0,2100,1,1071868
3506008,Ottawa,5,2100,"45.2640982,-75.7430888",2,1.5,0,0,0,1489,1,1071868
3506008,Ottawa,5,2100,"45.2640982,-75.7430888",2,1.5,0,0,0,1489,1,1071868
3506008,Ottawa,5,2240,"45.2640982,-75.7430888",3,1.5,0,0,0,1850,1,1071868
3506008,Ottawa,5,2350,"45.2638146,-75.6960697",3.5,2.5,0,0,0,2100,1,1071868
3506008,Ottawa,5,2390,"45.263714,-75.745308",4,3.5,0,0,0,1971,1,1071868
3506008,Ottawa,5,2300,"45.2635588,-75.7581799",3,3,0,0,0,1800,1,1071868
3506008,Ottawa,5,2695,"45.2635526,-75.7447863",4,3.5,0,0,0,1971,1,1071868
3506008,Ottawa,5,2095,"45.263535,-75.7757188",3.5,2.5,0,0,0,1450,1,1071868
3506008,Ottawa,5,2500,"45.262608,-75.6877494",3.5,2.5,0,0,0,2332,1,1071868
3506008,Ottawa,1,1840,"45.2622465,-75.9140649",2,1,0,1,1,750,1,1071868
3506008,Ottawa,5,2350,"45.26213,-75.73639",3,2.5,0,0,0,1873,1,1071868
3506008,Ottawa,5,2300,"45.2614417,-75.7397843",3,3,0,0,0,1825,1,1071868
3506008,Ottawa,5,2400,"45.2613293,-75.7434821",4,4,0,0,0,1971,1,1071868
3506008,Ottawa,5,2400,"45.2613071,-75.7369737",3,2.5,0,0,0,1873,1,1071868
3506008,Ottawa,3,950,"45.261264,-75.7570913",1,1,1,1,1,2550,1,1071868
3506008,Ottawa,1,799,"45.261264,-75.7570913",1,1,1,1,1,2600,1,1071868
3506008,Ottawa,1,825,"45.261264,-75.7570913",1,1,1,1,1,2500,1,1071868
3506008,Ottawa,1,799,"45.261264,-75.7570913",1,1,1,1,1,2500,2,1071868
3506008,Ottawa,1,825,"45.261264,-75.7570913",1,1,1,1,1,2500,1,1071868
3506008,Ottawa,2,2600,"45.2602908,-75.761694",3,2.5,0,0,0,1785,1,1071868
3506008,Ottawa,5,2200,"45.259904,-75.7627214",2,1.5,0,0,0,1200,1,1071868
3506008,Ottawa,5,1975,"45.259675,-75.7629139",2,1.5,0,0,0,1268,1,1071868
3506008,Ottawa,1,1795,"45.2586917,-75.920998",1,1,0,0,1,675,1,1071868
3506008,Ottawa,5,2600,"45.2585131,-75.9207767",3.5,2.5,0,0,0,1793,1,1071868
3506008,Ottawa,5,2375,"45.2585131,-75.9207767",2.5,2.5,0,0,0,1485,1,1071868
3506008,Ottawa,5,2700,"45.2582183,-75.6970336",3,3.5,0,0,0,1800,1,1071868
3506008,Ottawa,5,2300,"45.2571059,-75.731036",3,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2400,"45.2569299,-75.69511",3,2.5,0,0,0,1830,1,1071868
3506008,Ottawa,5,2000,"45.2564224,-75.7405704",2,2.5,0,0,0,1300,1,1071868
3506008,Ottawa,4,2050,"45.2563275,-75.729088",2,1.5,0,0,0,1000,1,1071868
3506008,Ottawa,4,1900,"45.2551685,-75.7273449",2,2.5,0,0,0,1250,1,1071868
3506008,Ottawa,5,2199,"45.2547992,-75.7285061",3,2.5,0,0,0,1800,1,1071868
3506008,Ottawa,4,1995,"45.254613,-75.7353153",2,2.5,0,0,0,1250,1,1071868
3506008,Ottawa,2,3200,"45.254483,-75.7441988",4,4,0,0,0,1136.65079,1,1071868
3506008,Ottawa,2,3450,"45.253638,-75.7288225",4,3.5,0,0,0,2401,1,1071868
3506008,Ottawa,2,3300,"45.2534121,-75.6859875",4.5,2.5,0,0,0,2800,1,1071868
3506008,Ottawa,5,2300,"45.2526312,-75.7258067",3,2.5,0,0,0,1316,1,1071868
3506008,Ottawa,5,2490,"45.25236,-75.89671",3,2.5,0,0,0,2000,1,1071868
3506008,Ottawa,5,2250,"45.2505,-75.74852",3,3.5,0,0,0,1600,1,1071868
3506008,Ottawa,2,2300,"45.250334,-75.7499075",3,2.5,0,0,0,1700,1,1071868
3506008,Ottawa,5,2300,"45.2502282,-75.757394",3,2.5,0,0,0,2070,1,1071868
3506008,Ottawa,5,2395,"45.2499594,-75.7311569",3,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,2,2500,"45.2494069,-75.7425537",3.5,2.5,0,0,0,1950,1,1071868
3506008,Ottawa,2,2500,"45.2494069,-75.7425537",3.5,2.5,0,0,0,1952,1,1071868
3506008,Ottawa,4,2000,"45.2493923,-75.7501179",3,1.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,2,2850,"45.2490305,-75.7541585",4,3,0,0,0,2400,1,1071868
3506008,Ottawa,5,2250,"45.248888,-75.7408213",2,1.5,0,0,0,1250,1,1071868
3506008,Ottawa,5,2249,"45.2487877,-75.7501967",3.5,2.5,1,1,1,1500,1,1071868
3506008,Ottawa,5,2250,"45.2483907,-75.7318789",3,2.5,0,0,0,1750,1,1071868
3506008,Ottawa,5,2150,"45.2483245,-75.7443903",3,1.5,0,0,0,2200,2,1071868
3506008,Ottawa,5,2250,"45.2483221,-75.7420915",3.5,2.5,0,0,0,2300,1,1071868
3506008,Ottawa,5,2400,"45.2475623,-75.7313347",3,2.5,0,0,0,1751,1,1071868
3506008,Ottawa,5,2500,"45.2468093,-75.7395347",3,2.5,0,0,0,1850,1,1071868
3506008,Ottawa,1,1650,"45.2460179,-75.9216102",2,1,0,0,1,1000,1,1071868
3506008,Ottawa,5,2200,"45.2458464,-75.7395422",3,2.5,0,0,0,1565,1,1071868
3506008,Ottawa,2,4200,"45.2448686,-75.733882",4,2.5,0,0,0,2700,1,1071868
3506008,Ottawa,2,2200,"45.2442378,-75.7331797",3,2.5,0,0,0,1136.65079,1,1071868
3506008,Ottawa,2,3000,"45.2437896,-75.9097977",5,3.5,0,0,0,2500,1,1071868
3506008,Ottawa,2,2850,"45.2430224,-75.7350844",3.5,3.5,0,0,0,2200,1,1071868
3506008,Ottawa,2,2850,"45.2429267,-75.7357927",3.5,3.5,0,0,0,2000,1,1071868
3506008,Ottawa,5,2300,"45.2426429,-75.7392629",3,4,0,0,0,2060,1,1071868
3506008,Ottawa,1,2200,"45.2410403,-75.6827106",2,1.5,0,0,0,1150,2,1071868
3506008,Ottawa,5,2300,"45.2407949,-75.7378336",3,2.5,0,0,0,1800,1,1071868
3506008,Ottawa,5,2050,"45.2407907,-75.7365127",2,2.5,0,0,0,1400,1,1071868
3506008,Ottawa,2,2700,"45.2406995,-75.7390015",4,2.5,0,0,0,1729,1,1071868
3506008,Ottawa,5,2300,"45.2405856,-75.7369623",3,2.5,0,0,0,2100,1,1071868
3506008,Ottawa,5,2100,"45.2405856,-75.7369623",2,1.5,0,0,0,1500,1,1071868
3506008,Ottawa,5,2200,"45.2405856,-75.7369623",3,2.5,0,0,0,1450,1,1071868
3506008,Ottawa,2,2700,"45.2403712,-75.7398602",4,3.5,0,0,0,2600,1,1071868
3506008,Ottawa,3,900,"45.2400021,-75.7451954",1,1,1,1,1,500,2,1071868
3506008,Ottawa,5,2250,"45.2398628,-75.7451694",3,2.5,0,0,0,2100,1,1071868
3506008,Ottawa,5,2199,"45.2388485,-75.7492088",3,2.5,0,0,0,2000,1,1071868
3506008,Ottawa,2,2450,"45.23609,-75.73696",3,3,0,0,0,1136.65079,1,1071868
3506008,Ottawa,5,2200,"45.2358923,-75.6517686",3,2.5,0,0,0,1700,1,1071868
3506008,Ottawa,5,2300,"45.2358867,-75.717292",3,2.5,0,0,0,1780,1,1071868
3506008,Ottawa,1,2000,"45.235881,-75.6961097",2,1,0,1,1,850,1,1071868
3506008,Ottawa,2,2900,"45.2345533,-75.7338192",4.5,3.5,0,0,0,3000,1,1071868
3506008,Ottawa,4,3200,"45.234052,-75.6327195",3.5,2,1,1,1,1300,1,1071868
3506008,Ottawa,1,1200,"45.2340408,-75.4718279",1,1,1,1,1,1000,1,1071868
3506008,Ottawa,2,2950,"45.2336341,-75.7335725",4.5,2.5,0,0,0,2500,1,1071868
3506008,Ottawa,5,1880,"45.2336341,-75.7335725",2,1.5,0,0,0,1268,2,1071868
3506008,Ottawa,2,2500,"45.2327868,-75.9769333",3,2.5,0,0,0,1900,1,1071868
3506008,Ottawa,2,2500,"45.2327868,-75.9769333",3,2.5,0,0,0,1900,1,1071868
3506008,Ottawa,2,2550,"45.2327868,-75.9769333",3,3,0,0,0,1900,1,1071868
3506008,Ottawa,2,2550,"45.2327868,-75.9769333",3,3.5,0,0,0,2100,1,1071868
3506008,Ottawa,2,2550,"45.2327868,-75.9769333",3,3,0,0,0,1900,1,1071868
3506008,Ottawa,5,2600,"45.2327868,-75.9769333",4,3,0,0,0,2040,1,1071868
3506008,Ottawa,5,2200,"45.2327868,-75.9769333",3,2.5,0,0,0,1300,1,1071868
3506008,Ottawa,5,3200,"45.2327868,-75.9769333",4.5,3.5,0,0,0,2450,1,1071868
3506008,Ottawa,5,2350,"45.2024124,-75.6609004",3,2.5,0,0,0,1834,1,1071868
3506008,Ottawa,5,2300,"45.2024124,-75.6609004",3,2.5,0,0,0,1780,1,1071868
3506008,Ottawa,4,1700,"45.2024124,-75.6609004",2,1,0,0,1,1000,1,1071868
3506008,Ottawa,5,2300,"45.2024124,-75.6609004",3,2.5,0,0,0,1780,1,1071868
3506008,Ottawa,1,1400,"45.1978,-75.96767",0.5,1,1,1,1,500,1,1071868
3506008,Ottawa,5,2400,"45.194948,-75.8379711",3.5,3.5,0,0,0,2037,1,1071868
3506008,Ottawa,2,2650,"45.1757227,-75.8282769",4,2.5,0,0,1,4000,1,1071868
3506008,Ottawa,1,2450,"45.1719444,-75.7321694",3,1,0,0,0,940,1,1071868
3506008,Ottawa,2,2000,"45.1573149,-76.031688",1,1,0,0,0,1000,1,1071868
3506008,Ottawa,1,2000,"45.1455085,-75.9159152",2.5,1,1,1,1,1200,1,1071868
3506008,Ottawa,1,1350,"45.4151321,-75.6901398",0.5,1,0,1,1,400,1,1071868
3506008,Ottawa,1,1715,"45.4169897,-75.7076567",0.5,1,0,0,0,499,1,1071868
3506008,Ottawa,1,1279,"45.3625023,-75.7959126",0.5,1,0,0,0,290,1,1071868
3506008,Ottawa,1,1399,"45.4459611,-75.6368994",1,1,0,1,1,625,1,1071868
